No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,Accounts,FICO,FICO_Band,Utilization_Band,DTI_Band,DTI_Band_10pct,LoanAmount_Band,Asset_Band,Predicted_Chargeoff_Score
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2075,3,1.0,0,352.0,0.2617100256030236,50592,0,0,0.0,0,,,0.006957621758380772,1,,,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
0,25,0,0,0,0,0,1,0,0,1,0,0,1,563,0,2.0,0,731.0,0.1394323061582263,34721,0,0,0.0,0,,501.0,0.02105354108464618,1,Poor,501-510,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
1,20,0,0,0,0,0,0,0,0,0,0,0,1,209,3,3.0,0,204.0,0.515815671372807,33168,0,1,15049.999999999998,0,,,0.006150506512301013,1,,,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),<500,0
1,20,0,0,0,0,0,1,0,0,1,0,0,0,2226,0,1.0,0,558.4,0.447469616045514,37202,0,1,1916.6,0,,,0.015009945701843986,1,,,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),2001-2500,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,2766,2,1.0,0,710.0,0.4429934819715215,20130,0,1,4796.0,0,,,0.03527074018877298,1,,,Moderate (30-60%),Target (<36%),3–5%,Low (1K–5K),>2500,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,315,3,3.0,0,702.4000000000001,0.5802160736778494,33473,1,1,14608.3,0,,602.0,0.02098407671854928,1,Fair,601-610,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),<500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,697,3,2.0,1,1649.0,0.1614451021768355,52315,0,1,3365.0,0,,561.0,0.03152059638726942,1,Poor,561-570,Low (10-30%),Target (<36%),3–5%,Low (1K–5K),501-1000,0
1,19,0,0,0,0,0,0,0,0,0,0,0,1,1576,0,1.0,0,12.0,0.3178090326164845,25174,0,0,0.0,0,,,0.00047668229125287997,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,0
1,20,0,0,0,0,0,0,0,0,0,0,0,1,1489,3,1.0,1,598.4,0.1502132800871126,24572,0,0,0.0,0,,,0.024352922025069182,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,20,0,0,0,0,0,1,0,1,0,0,0,0,604,2,1.0,0,85.60000000000001,0.5862326149636025,38881,1,1,15988.7,0,,679.0,0.002201589465291531,1,Good,671-680,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),501-1000,0
0,22,0,0,0,0,0,0,0,0,0,0,1,1,2655,0,2.0,0,534.0,0.0,32349,0,0,0.0,0,,552.0,0.016507465454882686,1,Poor,551-560,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
0,22,0,0,0,0,0,0,0,1,0,0,0,0,463,1,1.0,0,668.0,0.3631121432885448,23800,0,0,0.0,0,,536.0,0.028067226890756303,1,Poor,531-540,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,0
1,19,0,0,0,0,0,0,1,0,0,0,0,0,1680,0,0.0,0,778.4000000000001,0.5725060107378979,39752,1,0,0.0,0,,,0.019581404709197024,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
1,21,0,0,0,0,0,0,0,0,0,0,1,0,1421,0,2.0,0,588.0,0.1267666365080408,30682,0,1,2545.2,0,,,0.019164330878039242,1,,,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),1001-1500,0
0,19,0,0,0,0,0,1,0,0,0,0,0,0,1569,0,0.0,0,156.0,0.183896209706491,29641,1,1,3152.8,0,,527.0,0.005262980331297865,1,Poor,521-530,Low (10-30%),Target (<36%),<1%,Low (1K–5K),1501-2000,0
0,23,0,0,0,0,0,0,1,0,0,0,1,0,2846,0,1.0,1,1372.0,0.0490417572709976,22904,1,1,6526.0,0,,502.0,0.05990220048899755,1,Poor,501-510,Very Low (<10%),Target (<36%),5–7%,Moderate (5K–10K),>2500,0
1,22,0,0,0,0,0,1,0,0,0,0,0,0,691,1,1.0,0,414.0,0.1731404808242275,20021,0,1,5106.0,0,,,0.020678287797812295,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),501-1000,0
1,18,0,0,1,0,0,0,0,1,0,1,0,0,143,2,0.0,0,646.4000000000001,0.1344224016721624,51635,1,0,0.0,1,,,0.012518640457054326,1,,,Low (10-30%),Target (<36%),1–3%,No debt,<500,1
0,22,0,0,1,0,0,0,1,1,1,1,0,0,1738,0,1.0,1,1410.0,0.2671215944174067,54609,1,0,0.0,0,,620.0,0.025819919793440643,1,Fair,611-620,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
1,18,0,0,0,0,0,1,0,0,1,0,0,0,1318,0,2.0,0,53.6,0.2299945614648727,40470,1,0,0.0,0,,,0.0013244378552013838,1,,,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
1,21,0,0,0,0,0,0,0,1,0,1,1,0,1653,2,0.0,1,1300.8000000000002,0.1711037902408948,23812,0,0,0.0,0,,,0.05462791869645558,1,,,Low (10-30%),Target (<36%),5–7%,No debt,1501-2000,0
1,19,0,0,0,0,0,1,0,0,1,0,1,1,643,0,0.0,0,247.2,0.2325436000189953,37831,1,1,9539.6,0,,,0.006534323702783431,1,,,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
0,23,0,0,0,0,0,1,0,0,0,0,0,1,1597,2,1.0,1,374.0,0.2025330449962203,25816,0,0,0.0,0,,599.0,0.014487139758289433,1,Fair,591-600,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
1,19,0,0,0,0,0,0,0,0,0,0,0,1,2522,1,2.0,0,276.8,0.1665770404311213,52280,0,1,12402.6,0,,,0.005294567712318286,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),>2500,0
1,18,0,0,1,0,0,0,1,0,0,1,1,0,1238,3,2.0,1,682.4000000000001,0.0917812582144912,31259,0,0,0.0,0,,,0.02183051281231006,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,1291,1,2.0,0,249.0,0.3219691890528698,19878,0,0,0.0,0,,664.0,0.01252641110775732,1,Fair,661-670,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,0
0,19,0,0,0,0,0,0,1,0,0,0,1,0,1020,2,1.0,0,558.4,0.0,24363,1,0,0.0,0,,585.0,0.02292000164183393,1,Fair,581-590,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
0,22,0,0,0,0,0,0,0,0,0,0,1,1,324,0,2.0,1,102.0,0.4391509381786075,40427,0,1,12748.0,0,,511.0,0.00252306626759344,1,Poor,511-520,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),<500,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,2426,1,1.0,0,336.0,0.1052748630725089,52435,0,0,0.0,0,,589.0,0.006407933632115953,1,Fair,581-590,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
1,18,0,0,0,0,0,0,1,0,0,0,0,0,143,0,0.0,0,548.0,0.1929257197433657,30891,0,1,9202.2,0,,,0.01773979476222848,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),<500,0
1,19,0,0,0,0,0,1,0,0,0,0,0,0,898,0,2.0,0,56.0,0.2632550007292431,42152,0,1,10312.4,0,,,0.0013285253368760675,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),501-1000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2868,1,1.0,0,712.8000000000001,0.5318477069369404,32628,0,0,0.0,0,,,0.021846267009930122,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
1,24,0,0,1,0,0,1,1,1,0,0,1,0,2483,3,3.0,0,38.0,0.3311619083397617,42928,0,1,12038.0,0,,,0.0008852031308237048,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),2001-2500,0
1,18,0,0,0,0,0,1,0,1,0,0,1,0,2270,3,2.0,0,570.4,0.1559614386476227,29173,0,1,9055.9,1,,,0.01955232578068762,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,1
1,23,0,0,0,0,0,0,0,0,0,0,0,0,2888,2,0.0,1,76.0,0.5855464418090638,37549,0,0,0.0,0,,,0.002024021944658979,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,>2500,0
0,24,0,0,0,0,0,0,1,1,0,1,0,0,2436,2,1.0,0,269.0,0.4231309898369315,26595,0,1,3546.0,1,,551.0,0.010114683211129911,1,Poor,551-560,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),2001-2500,1
1,25,0,0,0,0,0,0,0,0,0,0,0,1,2140,0,1.0,0,8.0,0.292222603588576,19133,0,0,0.0,0,,,0.0004181257513197094,1,,,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
0,23,0,0,0,0,0,0,1,0,1,0,0,1,1358,3,0.0,0,390.0,0.2388890226902346,49631,0,0,0.0,0,,630.0,0.00785799198081844,1,Fair,621-630,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2986,2,0.0,0,452.8,0.3756877965685772,19416,0,1,2034.9,0,,,0.023320972393901938,1,,,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),>2500,0
1,24,0,0,0,0,0,0,0,1,0,1,1,1,2770,2,0.0,1,1030.0,0.1980884920813707,37920,0,0,0.0,1,,,0.027162447257383968,1,,,Low (10-30%),Target (<36%),1–3%,No debt,>2500,1
0,25,0,0,0,0,0,1,0,0,0,0,1,0,2356,3,2.0,0,455.0,0.4171028062320089,39312,0,0,0.0,0,,550.0,0.011574074074074073,1,Poor,541-550,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,724,2,2.0,0,666.0,0.1490551381908619,45018,0,1,11944.0,0,,591.0,0.01479408236705318,1,Fair,591-600,Low (10-30%),Target (<36%),1–3%,High (10K–15K),501-1000,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,344,3,0.0,0,674.4000000000001,0.1885490126355274,25057,1,1,10904.6,0,,529.0,0.02691463463303668,1,Poor,521-530,Low (10-30%),Target (<36%),1–3%,High (10K–15K),<500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,1,289,2,0.0,0,456.8,0.0,38532,0,1,4986.799999999999,0,,,0.011855081490709022,1,,,Very Low (<10%),Target (<36%),1–3%,Low (1K–5K),<500,0
0,25,0,0,0,0,0,0,0,1,0,1,0,1,1156,3,1.0,0,357.0,0.0461640850854409,44582,0,0,0.0,1,,605.0,0.008007716118612894,1,Fair,601-610,Very Low (<10%),Target (<36%),<1%,No debt,1001-1500,1
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2490,1,2.0,0,663.2,0.3498370105280828,25150,0,0,0.0,0,,,0.02636978131212724,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,20,0,0,1,0,0,0,0,1,0,1,1,0,2985,3,0.0,0,669.6,0.4563842310367667,46298,0,1,4906.299999999999,1,50.0,534.0,0.014462827767938141,1,Poor,531-540,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),>2500,1
0,22,0,0,0,0,0,0,0,1,1,1,0,0,1940,2,2.0,0,29.0,0.0,52195,0,0,0.0,0,,558.0,0.0005556087747868569,1,Poor,551-560,Very Low (<10%),Target (<36%),<1%,No debt,1501-2000,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1293,2,2.0,0,412.8,0.4326187368395734,51264,0,1,13248.2,0,,679.0,0.00805243445692884,1,Good,671-680,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),1001-1500,0
0,24,0,0,0,0,0,0,1,0,0,0,0,0,1156,1,1.0,0,542.0,0.2446512492271217,45650,1,1,17440.0,0,,673.0,0.011872946330777656,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,Very High (>15K),1001-1500,0
0,24,0,0,0,0,0,0,1,0,0,0,0,0,716,2,0.0,0,966.0,0.0,50875,0,0,0.0,0,,630.0,0.01898771498771499,1,Fair,621-630,Very Low (<10%),Target (<36%),1–3%,No debt,501-1000,0
0,23,0,0,0,0,0,0,1,0,0,0,0,0,1773,0,2.0,0,845.0,0.3335251370525227,25692,1,1,5157.0,0,,504.0,0.03288961544449634,1,Poor,501-510,Moderate (30-60%),Target (<36%),3–5%,Moderate (5K–10K),1501-2000,0
1,19,0,0,0,0,0,0,0,0,0,0,0,1,387,2,2.0,0,674.4000000000001,0.4835979446604265,54654,0,1,12289.2,0,,,0.012339444505434187,1,,,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),<500,0
0,21,0,0,1,0,0,1,0,1,1,1,0,1,2779,1,2.0,0,208.0,0.1513306817907732,48603,1,1,7508.9,1,,635.0,0.0042795712198835465,1,Fair,631-640,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),>2500,1
0,24,0,0,0,0,0,0,1,0,0,0,0,1,800,0,2.0,0,210.0,0.4621703355854119,32501,0,0,0.0,0,,508.0,0.006461339651087659,1,Poor,501-510,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
1,23,0,0,0,0,0,1,0,0,0,0,0,1,92,3,1.0,0,302.0,0.330983599989621,24686,0,0,0.0,0,,,0.012233654703070567,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,0
0,25,0,0,0,0,0,1,1,0,0,0,0,0,1912,0,1.0,0,933.0,0.0759052360713877,20671,0,0,0.0,0,,601.0,0.04513569735378066,1,Fair,601-610,Very Low (<10%),Target (<36%),3–5%,No debt,1501-2000,0
1,19,0,0,1,0,0,1,0,1,1,1,0,1,945,2,0.0,1,756.0,0.1781145715628939,34988,0,0,0.0,1,,,0.021607408254258602,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,1
0,22,0,0,0,0,0,1,1,1,1,0,0,0,2868,1,1.0,0,771.0,0.2814693522590686,34470,0,0,0.0,1,,553.0,0.02236727589208007,1,Poor,551-560,Low (10-30%),Target (<36%),1–3%,No debt,>2500,1
1,19,0,0,0,0,0,0,0,0,0,0,1,1,319,2,2.0,0,61.6,0.3410473625244491,48599,1,1,14921.9,0,,,0.0012675157925060186,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),<500,0
0,23,0,0,0,0,0,0,0,1,1,0,0,0,217,1,1.0,0,686.0,0.4685905318882214,33053,0,0,0.0,0,,567.0,0.020754545729585818,1,Poor,561-570,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,1,141,3,1.0,1,120.8,0.3567458143651449,30015,1,1,7144.9,0,,,0.004024654339496918,1,,,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),<500,0
1,25,0,0,1,0,0,0,0,1,0,0,0,0,2315,3,1.0,1,179.0,0.4487242511439626,38838,0,0,0.0,1,,,0.004608888202276121,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,2001-2500,1
1,20,0,0,0,0,0,0,0,1,0,0,0,0,1374,2,2.0,0,594.4,0.5438041466017958,30286,0,1,10940.3,0,,,0.01962622994122697,1,,,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
1,24,0,0,0,0,0,0,1,0,0,0,1,1,295,2,0.0,0,700.0,0.2984556765635031,42401,1,1,19388.0,0,,,0.016509044598004764,1,,,Low (10-30%),Target (<36%),1–3%,Very High (>15K),<500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,151,1,2.0,0,165.60000000000002,0.2996194447123415,29635,0,0,0.0,0,,,0.005587987177324111,1,,,Low (10-30%),Target (<36%),<1%,No debt,<500,0
0,24,0,0,1,0,0,0,0,1,1,0,1,0,1927,0,2.0,0,925.0,8.193718695787e-06,27426,0,1,11776.0,0,,584.0,0.03372712025085685,1,Fair,581-590,Very Low (<10%),Target (<36%),3–5%,High (10K–15K),1501-2000,0
0,24,0,0,0,0,0,0,1,0,0,0,0,1,2859,2,2.0,0,677.0,0.667726946447933,20052,0,0,0.0,0,,523.0,0.03376221823259525,1,Poor,521-530,High (60-100%),Target (<36%),3–5%,No debt,>2500,0
1,23,0,0,0,0,0,0,1,0,0,0,1,0,491,1,1.0,0,823.0,0.0693742190588448,27727,0,0,0.0,0,,,0.029682259169762325,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,<500,0
0,20,0,0,0,0,0,0,1,0,0,0,0,0,1834,2,2.0,0,524.0,0.191679425963123,21498,0,1,2895.9,0,,627.0,0.024374360405619126,1,Fair,621-630,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),1501-2000,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1468,2,1.0,0,201.0,0.2218828200692965,18013,0,1,11388.0,0,,652.0,0.011158607672236719,1,Fair,651-660,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
0,21,0,0,0,0,0,1,0,1,1,1,0,0,1336,2,2.0,1,1288.8000000000002,0.4748929517171479,18660,1,1,3544.1,0,,550.0,0.06906752411575563,1,Poor,541-550,Moderate (30-60%),Target (<36%),5–7%,Low (1K–5K),1001-1500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,944,2,0.0,0,504.0,0.5700160852501853,53061,0,1,6579.299999999999,0,,,0.009498501724430373,1,,,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
0,19,0,0,0,0,0,1,0,1,0,1,0,0,2363,1,0.0,1,897.6,0.3137330221432487,54088,0,1,6594.0,1,,618.0,0.01659517822807277,1,Fair,611-620,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),2001-2500,1
0,23,0,0,0,0,0,0,0,1,0,1,0,0,2572,3,0.0,0,635.0,0.4005215757539561,18164,0,1,5337.0,0,,619.0,0.03495926007487338,1,Fair,611-620,Moderate (30-60%),Target (<36%),3–5%,Moderate (5K–10K),>2500,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,1367,1,1.0,0,476.8,0.1541759793520885,50235,0,1,4118.099999999999,0,,547.0,0.009491390464815367,1,Poor,541-550,Low (10-30%),Target (<36%),<1%,Low (1K–5K),1001-1500,0
1,20,0,0,0,0,0,0,1,0,0,0,1,0,256,1,1.0,1,276.0,0.4364078320458889,35628,0,1,2992.5,0,,,0.007746716066015493,1,,,Moderate (30-60%),Target (<36%),<1%,Low (1K–5K),<500,0
0,24,0,0,0,0,0,1,0,0,1,0,1,0,1649,1,0.0,0,88.0,0.6023277774329707,44290,0,0,0.0,0,,559.0,0.0019869044931135698,1,Poor,551-560,High (60-100%),Target (<36%),<1%,No debt,1501-2000,0
0,25,0,0,1,0,0,0,0,1,0,0,1,0,1833,3,2.0,0,656.0,0.2327550502952675,28258,0,0,0.0,1,,592.0,0.023214664873664095,1,Fair,591-600,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,1
1,18,0,0,0,0,0,0,0,0,0,0,0,0,724,2,1.0,0,402.4,0.1680901662399253,44851,0,1,15665.3,0,,,0.008971929276939199,1,,,Low (10-30%),Target (<36%),<1%,Very High (>15K),501-1000,0
1,24,0,0,0,0,0,0,0,1,0,1,0,0,1652,3,3.0,1,388.0,0.4691639107385684,53048,0,1,20873.0,0,,,0.007314130598703061,1,,,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),1501-2000,0
0,22,0,0,1,0,0,0,0,1,0,1,1,0,2337,0,2.0,0,102.0,0.2475446066642676,33383,0,0,0.0,0,,651.0,0.0030554473833987357,1,Fair,651-660,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
0,21,0,0,0,0,0,1,0,0,1,0,0,0,2497,2,0.0,0,716.0,0.553051272438088,49484,0,0,0.0,0,,568.0,0.014469323417670358,1,Poor,561-570,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,19,0,0,0,0,0,0,0,0,0,0,1,0,888,3,1.0,0,584.8000000000001,0.2538545316090782,48103,0,1,13787.2,0,,645.0,0.012157245909818516,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,High (10K–15K),501-1000,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1648,1,1.0,0,29.6,0.0,28114,0,1,12931.1,0,,619.0,0.0010528562282137014,1,Fair,611-620,Very Low (<10%),Target (<36%),<1%,High (10K–15K),1501-2000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,562,2,1.0,0,783.2,0.4567377427041765,24197,1,1,10789.8,0,,,0.03236764888209282,1,,,Moderate (30-60%),Target (<36%),3–5%,High (10K–15K),501-1000,0
0,24,0,0,0,0,0,0,1,0,0,0,1,0,2477,0,1.0,0,449.0,0.1180879759623451,18903,0,0,0.0,0,,658.0,0.023752843464000424,1,Fair,651-660,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,23,0,0,0,0,0,1,1,0,1,0,0,1,2932,3,1.0,1,704.0,0.1965605231153862,18764,0,0,0.0,0,,585.0,0.037518652739288,1,Fair,581-590,Low (10-30%),Target (<36%),3–5%,No debt,>2500,0
1,19,0,0,0,0,0,1,1,0,0,0,0,0,2353,1,0.0,0,293.6,0.4242440872017269,49468,0,1,16357.6,0,,,0.0059351499959569825,1,,,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),2001-2500,0
1,23,0,0,0,0,0,0,1,1,0,0,0,0,273,3,3.0,0,463.0,0.2065639381875536,25609,0,0,0.0,1,,,0.01807958139716506,1,,,Low (10-30%),Target (<36%),1–3%,No debt,<500,1
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1274,2,2.0,0,122.4,0.3358547988075723,53713,0,1,7592.2,0,,652.0,0.002278777949472195,1,Fair,651-660,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),1001-1500,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,604,0,1.0,0,784.0,0.440445204365984,54877,0,0,0.0,0,,653.0,0.01428649525302039,1,Fair,651-660,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,2121,1,2.0,0,23.0,0.2887064461847014,30010,0,0,0.0,0,,,0.0007664111962679107,1,,,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
1,21,0,0,0,0,0,0,0,0,0,0,1,1,587,3,0.0,0,343.20000000000005,0.4303429285896935,32216,0,0,0.0,0,,,0.010653091631487461,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
1,18,0,0,0,0,0,0,0,0,1,0,0,0,2286,0,2.0,0,17.6,0.0078581586220305,40726,0,1,7867.299999999999,0,,,0.0004321563620291706,1,,,Very Low (<10%),Target (<36%),<1%,Moderate (5K–10K),2001-2500,0
0,21,0,0,0,0,0,0,0,0,0,0,1,0,525,3,2.0,0,287.2,0.3682171561070522,38354,1,0,0.0,0,,641.0,0.0074881368305782965,1,Fair,641-650,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
0,19,0,0,0,0,0,0,1,0,0,0,0,0,1256,3,1.0,0,650.4000000000001,0.2897388193159056,41287,0,0,0.0,0,,515.0,0.01575314263569647,1,Poor,511-520,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,396,1,0.0,0,360.0,0.5572753194092788,30134,1,1,4209.8,0,,597.0,0.011946638348709099,1,Fair,591-600,Moderate (30-60%),Target (<36%),1–3%,Low (1K–5K),<500,0
1,18,0,0,1,0,0,0,0,1,0,1,0,0,2373,2,2.0,0,103.2,0.3763800879080443,29243,0,1,14329.0,0,,,0.0035290496871046065,1,,,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),2001-2500,0
0,22,0,0,0,0,0,1,0,0,0,0,0,0,204,2,0.0,0,201.0,0.2591510439342508,19867,0,0,0.0,0,,603.0,0.010117279911410882,1,Fair,601-610,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,1763,1,1.0,0,296.0,0.3021018907946445,44071,1,1,15280.999999999998,0,,584.0,0.006716434843774818,1,Fair,581-590,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),1501-2000,0
0,24,0,0,1,0,0,1,1,0,0,1,0,1,173,1,2.0,1,620.0,0.3425571273415464,20938,0,0,0.0,1,,511.0,0.029611233164581145,1,Poor,511-520,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,1
0,21,0,0,0,0,0,0,0,0,0,1,1,0,908,2,2.0,0,465.6,0.1490480139192615,46468,1,1,16440.899999999998,1,,587.0,0.010019798571059654,1,Fair,581-590,Low (10-30%),Target (<36%),1–3%,Very High (>15K),501-1000,1
0,24,0,0,0,0,0,0,0,1,0,1,0,0,2226,2,2.0,0,273.0,0.3327326866988563,49469,0,1,18611.0,1,,654.0,0.005518607612848451,1,Fair,651-660,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),2001-2500,1
1,19,0,0,0,0,0,1,0,1,0,1,0,0,580,1,2.0,0,285.6,0.0,18796,0,0,0.0,0,,,0.015194722281336455,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,501-1000,0
0,24,0,0,0,0,0,0,0,0,1,0,0,0,521,0,1.0,1,436.0,0.0595488908877068,30138,0,0,0.0,0,,601.0,0.01446678611719424,1,Fair,601-610,Very Low (<10%),Target (<36%),1–3%,No debt,501-1000,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,1235,1,1.0,0,238.0,0.2188732150597467,35275,0,1,14748.0,0,,598.0,0.006746987951807229,1,Fair,591-600,Low (10-30%),Target (<36%),<1%,High (10K–15K),1001-1500,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,2301,0,0.0,0,532.0,0.0,30904,1,0,0.0,0,,,0.01721460005177323,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,2001-2500,0
0,21,0,0,1,0,0,0,0,1,0,0,0,0,2170,3,2.0,0,392.8,0.4269753468258103,45030,0,0,0.0,0,,614.0,0.008723073506551188,1,Fair,611-620,Moderate (30-60%),Target (<36%),<1%,No debt,2001-2500,0
1,20,0,0,1,0,0,1,0,1,1,1,0,1,1823,2,0.0,1,1488.8000000000002,0.1153719480619713,50914,1,0,0.0,1,,,0.029241466001492716,1,,,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,1
1,18,0,0,0,0,0,0,1,0,1,0,0,1,2236,1,2.0,0,749.6,0.2495075999035995,41641,1,0,0.0,0,,,0.01800148891717298,1,,,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,22,0,0,0,0,0,0,1,0,0,0,0,0,1138,3,1.0,0,25.0,0.0711790284341125,20628,1,0,0.0,0,,649.0,0.0012119449292224162,1,Fair,641-650,Very Low (<10%),Target (<36%),<1%,No debt,1001-1500,0
0,21,0,0,1,0,0,0,0,1,0,1,1,1,749,1,0.0,0,284.0,0.175811820065473,32285,0,0,0.0,0,,526.0,0.008796654793247639,1,Poor,521-530,Low (10-30%),Target (<36%),<1%,No debt,501-1000,0
1,19,0,0,0,0,0,0,0,0,0,0,1,0,2506,0,0.0,0,655.2,0.0,31160,1,0,0.0,0,,,0.021026957637997435,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
